fpgas,cl_array_partition,cl_burst_rw,cl_dataflow_func,cl_dataflow_subfunc,cl_helloworld,cl_lmem_2rw,cl_loop_reorder,cl_partition_cyclicblock,cl_shift_register,cl_systolic_array,cl_wide_mem_rw
u50_slow,0.6355258976803305,0.3638348189921775,0.3538570417551309,0.36503011498448623,0.37285607755406414,0.38284839203675347,0.570287995437696,0.6786562606040041,0.4564125969876769,0.6875214850464078,0.6812250815512867
u280_slow,0.6355258976803305,0.3638348189921775,0.3538570417551309,0.36503011498448623,0.37285607755406414,0.38284839203675347,0.570287995437696,0.6786562606040041,0.4564125969876769,0.6875214850464078,0.6812250815512867
u280_ddr_slow,0.6355258976803305,0.3638348189921775,0.3538570417551309,0.36503011498448623,0.37285607755406414,0.38284839203675347,0.570287995437696,0.6786562606040041,0.4564125969876769,0.6875214850464078,0.5239670170351577
u50_fast,0.9637750238322214,1.0,1.0,0.9722577112611792,1.0,1.0,0.9988594240091246,1.0,0.9920127795527156,1.0,0.9897607828923524
u280_fast,0.9024467747060694,0.942514098599236,0.8722576079263976,1.0,0.9136838180462343,0.9599923430321593,1.0,0.8483203257550052,0.9680511182108626,0.8594018563080097,1.0
u280_ddr_fast,1.0,0.8571948335455702,0.752830856334041,0.7944880452637343,0.7705070842654735,0.8491577335375193,0.8853721129170231,0.8483203257550052,1.0,0.8594018563080097,0.7434305907937658
