app_name,kernel_input_data_size,iterations,data_to_fpga_avg_time,kernel_avg_time,data_to_host_avg_time
cl_dataflow_func,524288,1000,102533,978665,163512
cl_wide_mem_rw,8388608,1000,1160687,1895283,454525
