fpgas,cl_array_partition,cl_burst_rw,cl_dataflow_func,cl_dataflow_subfunc,cl_helloworld,cl_lmem_2rw,cl_loop_reorder,cl_partition_cyclicblock,cl_shift_register,cl_systolic_array,cl_gmem_2banks,cl_wide_mem_rw_strm,cl_wide_mem_rw_2x,cl_wide_mem_rw_4x
u50_fast,0.9637750238322214,1.0,1.0,0.9722577112611792,1.0,1.0,0.9988594240091246,1.0,0.9667700487372618,1.0,0.8647058823529412,0.9897607828923524,0.9939790125580595,1.0
u280_fast,0.9024467747060694,0.942514098599236,0.8722576079263976,1.0,0.9136838180462343,0.9599923430321593,1.0,0.8483203257550052,1.0,0.8594018563080097,0.8636527580842774,1.0,1.0,0.9858937022206042
u280_ddr_fast,1.0,0.8571948335455702,0.752830856334041,0.7944880452637343,0.7705070842654735,0.8491577335375193,0.8853721129170231,0.8483203257550052,0.9707576428887905,0.8594018563080097,0.987128481160777,0.7434305907937658,0.6982382368772995,0.7857706941296664
