fpgas,1,2,3,4,5,6,7,8,9,10,average,stddev,kernel_input_data_size,kernel_output_data_size,kernel_iterations,time_cpu,time_cpu_stddev,data_to_fpga_ocl,data_to_fpga_ocl_stddev,kernel_ocl,kernel_ocl_stddev,data_to_host_ocl,data_to_host_ocl_stddev
u50_fast,12.37325180300104,12.369363256000725,12.467974971999864,12.373236293000446,12.48953551899831,12.49785147700095,12.261965495999902,12.381284540999332,12.359717090999766,12.357685620998382,12.39318660689987,0.068509326768317,33554432,16777216,1000,7.844993802300001,0.0526176201744179,4.2070570086,0.0256581823065878,2.025524849,0.0012453994261598,1.4355470998,0.0037538833167767
u280_fast,12.77635034100058,12.919867723001516,12.905623221000496,12.893585345000249,12.781473548000577,12.872015678000023,12.90158141699976,12.913207902000067,12.769254123999415,12.893660154000829,12.862661945300353,0.0582740929645225,33554432,16777216,1000,7.899532936600001,0.0538680231670969,4.2064904232,0.0249520357673097,2.0246179753,0.0002112746546996,1.4346553804000002,0.0029817740228918
u280_ddr_fast,13.667764775997057,13.644028106002224,13.957460974997955,13.909276848000443,13.785404829999608,13.733113468999363,13.605929359000584,14.281380586999148,14.185447896998085,14.17311692200019,13.894292376899466,0.2348408141623646,33554432,16777216,1000,6.6064277121,0.0493373514636503,2.7796577586,0.0024087164014136,2.1774866036,0.0223377199444045,1.4363637587000002,0.0039252905316471
