fpgas,1,2,3,4,5,6,7,8,9,10,average,stddev,kernel_input_data_size,kernel_output_data_size,kernel_iterations,time_cpu,time_cpu_stddev,data_to_fpga_ocl,data_to_fpga_ocl_stddev,kernel_ocl,kernel_ocl_stddev,data_to_host_ocl,data_to_host_ocl_stddev
u50_fast,41.20489180483855,41.0971306739375,41.16646706010215,41.023112224880606,41.041139875072986,41.05368697200902,40.90185047313571,40.91749138897285,41.087614484131336,41.15373789006844,41.06471228471492,0.0949268645281319,9220500,4096,560,9.3265492773,0.0032811798137671,1.0225885204999998,0.0030962343288384,8.2138722328,0.0009679053661427,0.0072523121999999,0.0004179645713161
u280_fast,38.279358538100496,38.15339576709084,37.720166811021045,37.74387744395062,37.75587817188352,38.38408826384693,37.76840255898424,38.25955743691884,37.72076720208861,37.75431934790686,37.9539811541792,0.262822397677746,9220500,4096,560,9.3349686529,0.0048070909783814,1.0257500392,0.0039851884680771,8.214576882299998,0.0007481665722151,0.0070900278999999,0.000325186278945
u280_ddr_fast,38.26623522816226,38.19620596594177,38.25194749305956,38.1466630899813,38.69254131102935,38.16659907414578,38.20156203187071,38.12370918388479,38.16691945190541,38.29207815602422,38.25044609860051,0.1560784362024758,9220500,4096,560,9.3626162493,0.0029084347877582,1.0501959652,0.0027891412365654,8.214553524,0.0003081804375081,0.0070749122,0.0002710242822945
