app_name,kernel_input_data_size,iterations,data_to_fpga_avg_time,kernel_avg_time,data_to_host_avg_time
cl_burst_rw,524288,1000,177193,2596427,166433
cl_helloworld,524288,1000,160383,1615133,132127
cl_lmem_2rw,524288,1000,173318,1725871,127779
cl_shift_register,524332,100,178985,60553080,155139
cl_wide_mem_rw,8388608,1000,1264034,1873796,496309
