app_name,runs,iterations,buf_size,chunk_size,num_chunks,time_total,time_total_stddev,time_loop,time_loop_stddev
cl_wide_mem_rw_2x_pipelined-u280-300-multic-c_8,10,1000,8388608,8388608,1,16.19697233559564,0.2035461983245906,8.829953,0.035927622938346365
cl_wide_mem_rw_2x_pipelined-u280-300-multic-c_8_-o,10,1000,8388608,8388608,1,14.644264098769053,0.24205659944800428,7.111529,0.0051327563528555265
cl_wide_mem_rw_2x_pipelined-u280-300-multic-c_1_-o,10,1000,8388608,1048576,8,11.867983466410077,0.1041545893415693,4.519437999999999,0.055096650593903215
cl_wide_mem_rw_4x_pipelined-u280-300-multic-c_8,10,500,8388608,8388608,1,17.086444385978393,0.23810456750328404,8.485402,0.04402035054633514
cl_wide_mem_rw_4x_pipelined-u280-300-multic-c_8_-o,10,500,8388608,8388608,1,13.692086672014558,0.22269688833444692,5.147479,0.04934267511776992
cl_wide_mem_rw_4x_pipelined-u280-300-multic-c_1_-o,10,500,8388608,1048576,8,13.29548303373158,0.21959126330515194,4.841749999999999,0.05141361665724157
