app_name,1,2,3,4,5,6,7,8,9,10,average,stddev,kernel_input_data_size,kernel_output_data_size,kernel_iterations,time_cpu,time_cpu_stddev,data_to_fpga_ocl,data_to_fpga_ocl_stddev,kernel_ocl,kernel_ocl_stddev,data_to_host_ocl,data_to_host_ocl_stddev
cl_array_partition,10.369243545923382,10.36129962396808,10.325528007932007,10.469306429149583,10.479910250985995,10.46924755605869,10.297555217053741,10.276377571979538,10.297159299021587,10.505259623983875,10.385088712605647,0.08317678828443398,32768,16384,16000,6.033489879700001,0.021522301722924297,0.25292123999999994,0.0034683309488094892,5.0139203684,0.01433770585918515,0.19946814729999998,0.008955882884804922
cl_burst_rw,5.326816288987175,5.455156800802797,5.20395542983897,5.266789995133877,5.2470677678938955,5.367048111045733,5.122980713844299,5.147066039964557,5.131000282941386,5.315079210093245,5.258296064054593,0.10418167232018372,524288,524288,1000,1.1934588489000002,0.054108585917644045,0.057437365399999996,0.00035676647962877805,0.9409019322000001,0.001069038125841767,0.05668256890000001,0.00021300340801574556
cl_dataflow_func,4.635118352016434,4.711037589004263,4.598116848850623,4.615349601022899,4.71122504491359,4.815084557048976,4.61124565009959,4.603114733938128,4.743081564083695,4.73104159696959,4.677441553794779,0.07088204033193202,524288,524288,1000,0.6061565473,0.053857491645038995,0.0610634479,0.0004491039580610483,0.3404799493,0.002586239494691211,0.05672088119999998,0.0003306331100018736
cl_dataflow_subfunc,4.483156183036044,4.530645085033029,4.455108986003324,4.418858150951564,4.535124981077388,4.531151265837252,4.451144947903231,4.655178343877196,4.551015688106418,4.426744700176641,4.503812833200209,0.06805652122250919,524288,524288,1000,0.5746555035,0.0536640857640966,0.06124252160000001,0.00022756518210794422,0.30894676199999993,0.0003433472067598349,0.05691298669999999,0.00030174398864418067
cl_helloworld,4.787120207911357,4.847222466953099,4.735048706876114,4.874851042870432,4.85905821621418,4.767133251996711,4.850574593059719,4.947094450937584,4.831102118827403,4.779171853791922,4.827837690943852,0.05884865810900202,524288,262144,1000,0.8566496356,0.05350804636814659,0.0759466311,0.00018101901218223968,0.597319829,0.0007287971838650115,0.0345622932,0.0005124008471583769
cl_lmem_2rw,4.89526400482282,5.023112962022424,4.931209665024653,4.899084632983431,5.027132881805301,4.78712676698342,4.88728170003742,5.123111630091444,4.911086809122935,5.007267917972058,4.949167897086591,0.09080325196991969,524288,262144,1000,0.8684230219,0.05340673745022967,0.0760557746,0.0003850394760760664,0.6092497987,0.0008243173194667782,0.034477465500000005,0.0006385714356170771
cl_loop_reorder,6.130895839072764,6.435284290928394,6.223270061193034,6.351264751981944,6.259329391876236,6.255170576041564,6.466993628069758,6.4271626400295645,6.451144416118041,6.4711680330801755,6.347168362839147,0.1153382785183349,32768,16384,16000,2.2382072947,0.048312420657629515,0.2492638389,0.004647303900732599,1.1094026686,0.0030951102860946487,0.20286575240000002,0.00807975364076573
cl_partition_cyclicblock,16.08730058115907,16.359077333007008,16.17122722719796,16.28711923910305,16.16711043403484,16.179084328003228,16.387136911042035,16.40314936102368,16.443229699973017,16.179139921907336,16.26635750364512,0.1182354064188586,32768,16384,16000,11.848063039199998,0.022955836210536203,0.25302344369999996,0.0034072660138607784,10.813538299200001,0.02217089483984781,0.2052283984,0.004842948996649898
cl_shift_register,23.738337084883824,23.362862945068628,23.27833259291947,23.375051366863772,23.222910957876593,23.846569685963914,23.9470578529872,23.246907472144812,23.798718261066824,23.77109145000577,23.55878396697808,0.2700616226423983,524332,524288,1000,16.4815512415,0.017937722131680312,0.0629845473,0.00025074007856124616,16.1921010096,0.01778416742110444,0.057136959099999995,0.00035168299487921143
cl_systolic_array,10.615708664059639,10.471163922920823,10.387794431997463,10.475555262994021,10.675316323060542,10.335804757894948,10.555552799953148,10.611321701901034,10.65965318493545,10.327343920944259,10.511521497066132,0.12431974366307012,4608,2304,65400,6.0927937878,0.06668515913789573,0.9210717900999998,0.005199338599718573,1.9760581477000003,0.014748125574830984,0.7760428468,0.01757325895336836
