app_name,average,stddev,kernel_input_data_size,kernel_output_data_size,kernel_iterations,time_cpu,time_cpu_stddev,data_to_fpga_ocl,data_to_fpga_ocl_stddev,kernel_ocl,kernel_ocl_stddev,data_to_host_ocl,data_to_host_ocl_stddev
cl_burst_rw,2.370069636561896,0.0,524288,524288,1000,0.0,0.0,0.0575506649,0.0,1.6211392813680001,0.0,0.0558230071,0.0
cl_helloworld,1.2916964196605978,0.0,524288,262144,1000,0.0,0.0,0.0702725488,0.0,0.5750682794639413,0.0,0.0344096754,0.0
cl_lmem_2rw,1.3842000880119067,0.0,524288,262144,1000,0.0,0.0,0.0570391108,0.0,0.6459585212159201,0.0,0.0342600859,0.0
cl_shift_register,64.04205710287887,0.0,524332,524288,1000,0.0,0.0,0.0645169462,0.0,63.2121394262897,0.0,0.056739579,0.0
cl_gmem_2banks,11.588778610673742,0.0,71663616,71663616,500,0.0,0.0,3.5221974739000004,0.0,3.4536241211107694,0.0,2.9011478301,0.0
cl_wide_mem_rw_strm,7.1954635951427734,0.0,33554432,16777216,1000,0.0,0.0,2.7807974998,0.0,1.781670628257165,0.0,1.4352101666,0.0
