signal_size[MB],fpga,save_fpga[s],stddev,load_fpga[s],stddev,sync_fpga[s],stddev,save_fpga_state[s],stddev,load_fpga_reconf[s],stddev,worker_init[s],stddev,fpga_reconf[s],stddev,load_fpga_state[s],stddev,loop_num
100,u50-fast,0.08058316219999999,0.010931121570295927,0.21908172929999997,0.014231349469341374,9.87e-08,1.6000347218454706e-08,0.018006564800000003,4.906974138645247e-05,0.276374248,0.014017920456412614,0.179291415,0.014273077941027378,0.0572338868,0.00047888825074443646,0.0397903143,8.936872818590922e-05,10
500,u50-fast,0.1521130829,0.01214173652142923,0.2872898666,0.015002378582567545,1.0420000000000002e-07,2.2650974960620718e-08,0.0863176682,0.000879264199903003,0.34418427009999997,0.014879514554365876,0.15689031839999998,0.015036853561832656,0.0568395467,0.00024740943888311125,0.1303995482,0.0002234441091263973,10
1000,u50-fast,0.2362507209,0.008982655313124137,0.3875187992,0.006909665795160435,9.700000000000001e-08,1.6048537489614298e-08,0.1695223138,0.0006736964147795721,0.4434396919,0.0070832441558621615,0.1494782844,0.006957795330007269,0.055859770300000014,0.00038593550813605186,0.2380405148,0.0003559050867595048,10
100,u280-fast,0.08015172289999999,0.01302093825229117,0.1825365546,0.05373449661478752,1.0530000000000001e-07,1.5656379601370883e-08,0.0180794661,3.36293866942783e-05,0.2608054378,0.053654238884915655,0.13691572140000002,0.05380938688484155,0.07821144329999999,0.0002805109652240014,0.0456208332,0.0005155195795675585,10
500,u280-fast,0.1542972456,0.013732162794812397,0.2882355226,0.01664086819402191,1.0530000000000001e-07,1.411893921101881e-08,0.0859497179,6.7952121771225e-05,0.36561529400000004,0.01685101704327733,0.15169514440000004,0.016535854625110875,0.0773234655,0.0007579028312549567,0.1365403782,0.0002827284657078421,10
1000,u280-fast,0.24007459229999997,0.006819025061542845,0.40440874530000004,0.005979344407112341,1.0210000000000001e-07,2.2673773395709853e-08,0.1690275545,9.346493326049965e-05,0.4808334804000001,0.0061158145181989705,0.15949267930000002,0.005989590605070026,0.07636525270000002,0.0004193223778012576,0.244916066,0.00023259616329118635,10
100,u280-ddr-fast,0.0809517713,0.00885975311441754,0.2014240498,0.05085250007829992,1.082e-07,1.7837538445025915e-08,0.0180989633,3.475539148598977e-05,0.2973451521,0.050938659707340975,0.15123115550000002,0.050920116647794104,0.0958615475,0.0006361209657772561,0.0501928943,0.00033511603469612693,10
500,u280-ddr-fast,0.155347208,0.008053214494814949,0.254101936,0.04298618310935875,1.0359999999999999e-07,2.809586762813666e-08,0.08604927269999998,9.201169045778926e-05,0.3489395096,0.043144137547189314,0.11009187229999999,0.04277189535469845,0.094774363,0.0007937954741555137,0.1440100637,0.0008448439022086366,10
1000,u280-ddr-fast,0.2431087976,0.01187992395350575,0.3563861628,0.04554160651066101,1.155e-07,2.1407423426881104e-08,0.16928325409999997,0.00017082500513387666,0.45047262540000005,0.0458637713527153,0.1006597647,0.04503868217402544,0.0940276169,0.0008052168141490354,0.2557263981000001,0.0007009068149587825,10
